0 0
0 40
0 80
0 120
0 160
0 200
0 240
0 280
40 0
40 40
40 80
40 120
40 160
40 200
40 240
40 280
80 0
80 40
80 80
80 120
80 160
80 200
80 240
80 280
120 0
120 40
120 80
120 120
120 160
120 200
120 240
120 280
160 0
160 40
160 80
160 120
160 160
160 200
160 240
160 280
200 0
200 40
200 80
200 120
200 160
200 200
200 240
200 280
240 0
240 40
240 80
240 120
240 160
240 200
240 240
240 280
280 0
280 40
280 80
280 120
280 160
280 200
280 240
280 280
